2454294.5084  -2.0865  0.0033
2454298.3704  -2.2320  0.0037
2454298.6022  -2.1180  0.0034
2454299.6075  -2.3931  0.0034
2454300.3518  -2.3702  0.0034
2454300.6136  -2.2123  0.0035
2454301.3613  -2.1437  0.0034
2454302.3864  -2.4464  0.0035
2454303.6148  -2.1555  0.0035
2454304.3853  -2.4705  0.0035
2454306.3676  -2.4206  0.0038
2454306.5803  -2.4638  0.0036
2454306.6077  -2.4644  0.0033
2454307.3669  -2.1593  0.0034
2454307.4946  -2.1057  0.0033
2454307.5826  -2.0795  0.0033
2454308.3698  -2.3264  0.0033
2454308.5947  -2.4465  0.0033
2454309.4000  -2.2859  0.0034
2454309.5121  -2.2181  0.0033
2454315.5672  -2.4759  0.0038
2454316.3922  -2.1139  0.0034
2454316.5673  -2.0794  0.0034
2454317.4941  -2.4306  0.0034
2454317.6281  -2.4652  0.0034
2454318.3294  -2.2216  0.0036
2454318.5691  -2.1097  0.0034
2454328.3935  -2.3662  0.0033
2454328.5365  -2.4255  0.0042
2454330.3345  -2.1936  0.0037
2454334.3945  -2.0675  0.0034
2454335.3983  -2.4625  0.0035
2454336.4651  -2.0804  0.0034
