#https://iopscience.iop.org/article/10.1086/591078/fulltext/
#
#Title: Measurement of the Spin-Orbit Angle of Exoplanet HAT-P-1b 
#Authors: Johnson J.A., Winn J.N., Narita N., Enya K., Williams P.K.G., 
#         Marcy G.W., Sato B., Ohta Y., Taruya A., Suto Y., Turner E.L., 
#         Bakos G., Butler R.P., Vogt S.S., Aoki W., Tamura M., Yamada T., 
#         Yoshii Y., Hidas M. 
#Table: Doppler Shift Measurements of HAT-P-1
#================================================================================
#Byte-by-byte Description of file: datafile1.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#       1 I1     ---     Tele   Telescope code (1)
#   3- 15 F13.5  d       HJD    Heliocentric Julian Date  
#  17- 22 F6.2   m/s     RVel   Radial velocity  
#  24- 27 F4.2   m/s   e_RVel   Uncertainty in RVel
#--------------------------------------------------------------------------------
#Note (1): 
#    1 = HIRES, Keck I 10m telescope, Mauna Kea, Hawaii;
#    2 = HDS, Subaru 8m telescope, Mauna Kea, Hawaii, based on observations and 
#        data reduction procedures described in this work; 
#    3 = HDS, Subaru 8m telescope, Mauna Kea, Hawaii, based on observations and 
#        data reduction procedures described by Bakos et al. (2007).  
#--------------------------------------------------------------------------------
#HIRES
1 2453927.06954 -50.33 1.66 
1 2453927.96670 -41.12 1.73 
1 2453931.03823 -23.27 1.64 
1 2453931.94201 -57.75 1.84 
1 2453932.03731 -55.85 1.87 
1 2453933.00132  -9.75 1.84 
1 2453933.92609  53.85 2.32 
1 2453934.90529  38.18 3.75 
1 2453934.90853  35.21 2.09 
1 2453960.99790  62.44 1.87 
1 2453961.99776   5.91 1.83 
1 2453963.09343 -57.04 2.09 
1 2454287.93861   9.85 4.36 
1 2454287.94541   8.74 2.75 
1 2454287.95252  13.18 3.04 
1 2454287.96032  18.46 2.68 
1 2454287.96650   2.63 2.75 
1 2454287.97330   9.02 2.81 
1 2454287.97916  -1.48 4.36 
1 2454287.98299   8.69 3.50 
1 2454287.98721  13.22 3.54 
1 2454287.99136  20.22 3.31 
1 2454287.99485  15.47 3.78 
1 2454287.99928  15.27 4.72 
1 2454288.00334  20.35 4.62 
1 2454288.00728  22.05 3.93 
1 2454288.01142  17.23 3.70 
1 2454288.01552  15.48 3.70 
1 2454288.01886  11.54 3.33 
1 2454288.02300  23.50 3.29 
1 2454288.06101 -13.13 2.45 
1 2454288.06483 -33.06 2.73 
1 2454288.06840 -27.90 2.75 
1 2454288.07171 -19.28 2.48 
1 2454288.07475 -11.57 2.47 
1 2454288.07773 -11.96 2.52 
1 2454288.08068 -14.12 2.42 
1 2454288.08364 -21.86 2.36 
1 2454288.08669  -6.65 2.47 
1 2454288.08978  -1.64 2.57 
1 2454288.09297  -0.91 2.38 
1 2454288.09591  -4.42 2.29 
1 2454288.09896   4.43 2.54 
1 2454288.10208  -2.81 2.57 
1 2454288.10554   1.99 2.29 
1 2454288.10893  -0.73 2.53 
1 2454288.11884  -5.13 2.46 
1 2454288.12233  -1.83 2.54 
1 2454288.13167 -10.34 2.76 
1 2454288.13551 -10.33 3.42 
1 2454345.78243  20.49 2.11 
1 2454345.78646  20.04 2.59 
1 2454345.78999  12.91 2.58 
1 2454345.83003  13.35 2.43 
1 2454345.96340  13.66 2.66 
1 2454346.02412   8.30 2.60 
1 2454346.02708   9.43 2.52 
1 2454346.02998   6.72 2.49 
1 2454346.03951  14.27 2.59 
1 2454346.04242  18.06 2.59 
1 2454346.04529  17.30 2.89 
1 2454346.04806  18.58 2.56 
1 2454346.05089  16.43 2.69 
1 2454346.05366  12.71 2.72 
1 2454346.05642  37.09 2.57 
1 2454346.05914  16.46 2.59 
1 2454346.06189  21.25 2.52 
1 2454346.07123   5.91 2.59 
1 2454346.07399   7.51 2.61 
1 2454346.07681  15.06 2.53 
1 2454346.07969   0.49 2.43 
1 2454346.08252   0.13 2.50 
1 2454346.08557   7.90 2.51 
1 2454346.08879 -14.99 2.54 
1 2454346.09189  -9.72 2.68 
1 2454346.09493  -3.40 2.79 
1 2454346.09819  -9.89 2.73 
1 2454346.10137 -17.76 2.61 
1 2454346.10442 -18.61 2.72 
1 2454346.10748 -12.82 2.76 
1 2454346.11065 -20.48 2.55 
1 2454346.11385 -24.27 2.52 
1 2454346.11714 -24.44 2.62 
1 2454346.12030 -25.08 2.61 
1 2454346.12342 -21.52 2.45 
1 2454346.12652 -22.09 2.61 
1 2454346.12959 -23.63 2.63 
1 2454346.14545  -2.77 2.79 
#HDS
2 2454318.07432   2.81 7.04 
2 2454318.08202  17.62 7.33 
2 2454318.11099  24.15 6.57 
2 2454349.00272   6.64 5.71 
2 2454349.01034  13.10 6.62 
2 2454349.01795   2.20 4.55 
2 2454349.02557   5.69 5.95 
2 2454349.03319   9.39 4.64 
2 2454363.77654 -40.68 7.64 
2 2454363.78414 -37.33 6.61 
2 2454363.90169 -32.80 6.31 
2 2454363.90931 -25.78 7.03 
2 2454363.91692 -25.12 6.14 
2 2454363.92455 -33.95 8.05 
2 2454363.93216 -37.52 7.64 
2 2454363.93978 -49.54 7.06 
2 2454363.94738 -48.82 6.71 
2 2454363.95500 -58.17 7.52 
2 2454363.96261 -49.23 6.98 
2 2454363.97023 -66.33 7.15 
2 2454363.97785 -65.61 5.92 
2 2454363.98547 -64.40 7.38 
2 2454363.99307 -61.59 7.59 
2 2454364.00069 -62.49 6.41 
2 2454364.00830 -50.84 7.51 
2 2454364.01591 -44.29 7.59 
2 2454364.03113 -47.85 9.03 
2 2454364.03874 -53.34 8.92 
2 2454364.04636 -56.22 7.92 
2 2454364.05397 -62.86 7.99 
2 2454364.06158 -55.24 8.02 
2 2454364.07680 -56.72 8.92 
2 2454364.08441 -52.38 8.53 
3 2453897.11172  -2.89 5.00 
3 2453899.12580  52.53 4.77 
3 2453900.11917 -34.51 4.65 
3 2453901.10176 -37.51 4.88 
