# From https://iopscience.iop.org/article/10.3847/1538-3881/aaf79c
#Title: Bright Opportunities for Atmospheric Characterization of Small Planets: 
#       Masses and Radii of K2-3 b, c, d and GJ3470 b from Radial Velocity 
#       Measurements and Spitzer Transits 
#Authors: Kosiarek M.R., Crossfield I.J.M., Hardegree-Ullman K.K., 
#         Livingston J.H., Benneke B., Blunt S., Henry G.W., Howard W.S., 
#         Berardo D., Fulton B.J., Hirsch L.A., Howard A.W., Isaacson H., 
#         Petigura E.A., Sinukoff E., Weiss L., Bonfils X., Dressing C.D., 
#         Knutson H.A., Schlieder J.E., Werner M., Gorjian V., Krick J., 
#         Morales F.Y., Astudillo-Defru N., Almenara J.-M., Delfosse X., 
#         Forveille T., Lovis C., Mayor M., Murgas F., Pepe F., Santos N.C., 
#         Udry S., Corbett H.T., Fors O., Law N.M., Ratzloff J.K., del Ser D.
#Table: GJ3470 Relative RV Measurements
#================================================================================
#Byte-by-byte Description of file: ajaaf79ct5_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 14 F14.6  d       BJD    Barycentric Julian Date; TDB
#  16- 27 F12.6  m/s     RVel   Radial velocity from Inst
#  29- 36 F8.6   m/s   e_RVel   Uncertainty in RVel
#  38- 43 F6.4   ---     SHK    ? S_HK_ index from Inst
#  45- 49 A5     ---     Inst   Instrument used
#--------------------------------------------------------------------------------
2456196.12523      7.288214 1.593834  .846  HIRES 
2456203.092443     8.423508 1.834917  .905  HIRES 
2456290.104424     6.622361 1.963188  .94   HIRES 
2456325.977586     2.104225 1.866118 1.01   HIRES 
2456326.975188      .832374 1.758792  .942  HIRES 
2456327.88963     -7.895415 1.692606  .826  HIRES 
2456343.870814      .923284 2.314857 1.33   HIRES 
2456588.081082     -.35254  1.870567 1.13   HIRES 
2456589.077408      .063746 1.937277 1.15   HIRES 
2456614.065159     4.259696 1.6414    .94   HIRES 
2456638.025333      .966082 1.984093 1.003  HIRES 
2456639.072967     3.538801 2.074385 1.05   HIRES 
2456674.864834      .191914 2.54771   .5569 HIRES 
2456913.131531     9.193756 1.955105 1.011  HIRES 
2457057.815422    10.436685 2.241942  .5531 HIRES 
2457058.750372    -5.2962   2.076247  .7862 HIRES 
2457058.873714    -8.422584 1.941071  .85   HIRES 
2457060.982769      .678555 2.075819  .9992 HIRES 
2457061.033057     6.206761 2.073267 1.228  HIRES 
2457061.812464    -7.524646 1.785195 1.068  HIRES 
2457061.94901     -6.276048 1.787998  .8942 HIRES 
2457291.139283     5.543131 1.439182  .7674 HIRES 
2457294.128406     7.733903 1.867845 1.421  HIRES 
2457295.102025     3.158103 1.820473  .9017 HIRES 
2457297.077797    11.011115 1.988343 1.009  HIRES 
2457327.13922      1.997108 1.644166  .2899 HIRES 
2457353.078119    -7.943347 2.093493  .9405 HIRES 
2457353.944139     4.361439 1.818723 1.234  HIRES 
2457355.060478    -7.495449 1.706797 1.067  HIRES 
2457356.064562    -8.723251 2.051534 1.004  HIRES 
2457379.916768    -4.3828   1.77893  1.109  HIRES 
2457413.787232     9.647246 2.030947  .8166 HIRES 
2457414.914383     7.061204 1.988887 1.079  HIRES 
2457422.800915   -15.693013 1.906881  .9322 HIRES 
2457653.107039    -4.250508 1.991533  .2492 HIRES 
2457654.104405     3.586683 1.673021  .9448 HIRES 
2457669.122191   -14.811282 1.578996 1.148  HIRES 
2457672.13511    -11.112049 1.828574 1.234  HIRES 
2457673.081487   -13.188282 1.909879  .9718 HIRES 
2457679.036588    -5.932064 2.144353 1.578  HIRES 
2457698.092274    -1.030799 1.614768  .961  HIRES 
2457704.037282     2.59695  1.831448  .9315 HIRES 
2457715.110143    -2.959431 1.638235  .8807 HIRES 
2457716.043219    -9.729558 1.768124 1.031  HIRES 
2457717.029436    -2.234329 1.714418  .9169 HIRES 
2457746.949718     -.646912 1.913229 1.259  HIRES 
2457747.976742    11.546778 1.926047 1.006  HIRES 
2457760.011365    -9.438351 1.810585 1.073  HIRES 
2457761.933534    -3.068847 2.321973  .8624 HIRES 
2457763.825522    -3.939269 1.78412  2.341  HIRES 
2457774.850285    13.127662 1.996166 1.025  HIRES 
2457775.809841     2.277267 1.93025  1.117  HIRES 
2457787.841488     6.761939 1.818927  .9395 HIRES 
2457789.764085   -11.138971 1.723854 1.033  HIRES 
2457790.753742     6.147943 1.950918 1.051  HIRES 
2457828.957103     -.62745  2.03147  1.235  HIRES 
2455987.609282 26499.6      5.53     .      HARPS 
2455988.600211 26509.13     3.66     .      HARPS 
2455989.61836  26520.36     4.12     .      HARPS 
2455998.576091 26491.47     4.28     .      HARPS 
2455999.591694 26512.37     4.39     .      HARPS 
2456000.582575 26493.87     3.92     .      HARPS 
2456004.556958 26499.35     4.41     .      HARPS 
2456006.601714 26505.11     3.59     .      HARPS 
2456009.541376 26508.57     3.51     .      HARPS 
2456010.556922 26496.39     3.12     .      HARPS 
2456020.540282 26500.09     3.76     .      HARPS 
2456021.516266 26484.51     4.64     .      HARPS 
2456022.539385 26508.62     4.53     .      HARPS 
2456024.514473 26486.41     3.93     .      HARPS 
2456026.493726 26505.56     4.99     .      HARPS 
2456030.52744  26507.06     6.71     .      HARPS 
2456052.469466 26508.64     3.61     .      HARPS 
