# From https://iopscience.iop.org/article/10.3847/1538-3881/aac108
#Table 6 
#Radial Velocities Obtained with CARMENES and the Spectroscopic Activity Indicators
#
#BJD -2,450,000	RV	sigma_RV	Blue RV	sigma_blue	Red RV	sigma_red	Ca II IRT 1	sigma_CaIRT1	Ca II IRT 2	sigma_CaIRT2	Ca II IRT 3	sigma_CaIRT3	Halpha	${\sigma }_{{{\rm{H}}}_{\alpha }}$	
#(days)	(${\rm{m}}\,{{\rm{s}}}^{-1}$)	(${\rm{m}}\,{{\rm{s}}}^{-1}$)	(${\rm{m}}\,{{\rm{s}}}^{-1}$)	(${\rm{m}}\,{{\rm{s}}}^{-1}$)	(${\rm{m}}\,{{\rm{s}}}^{-1}$)	(${\rm{m}}\,{{\rm{s}}}^{-1}$)	(dex)	(dex)	(dex)	(dex)	(dex)	(dex)	(dex)	(dex)	
7735.617860	-8.14	2.20	-5.15	2.95	-10.17	2.45	0.5947	0.0031	0.4396	0.0031	0.4164	0.0030	0.9516	0.0028	
7747.734170	-8.86	2.74	-9.81	2.67	-8.15	2.27	0.5971	0.0026	0.4450	0.0027	0.4145	0.0025	0.9548	0.0026	
7752.685530	-5.28	1.76	-7.02	2.14	-3.99	1.87	0.6018	0.0023	0.4470	0.0022	0.4183	0.0021	0.9533	0.0022	
7755.711910	-5.63	2.05	-3.51	2.64	-7.15	2.24	0.6042	0.0027	0.4569	0.0027	0.4237	0.0025	0.9683	0.0026	
7759.696560	-9.93	2.58	-8.25	3.36	-11.08	2.70	0.5938	0.0032	0.4388	0.0033	0.4206	0.0031	0.9528	0.0034	
7762.686550	-7.33	2.28	-6.37	2.30	-8.08	1.98	0.5855	0.0024	0.4434	0.0023	0.4075	0.0022	0.9539	0.0023	
7766.737730	-13.49	3.27	-12.96	3.95	-13.82	3.12	0.5927	0.0037	0.4325	0.0038	0.4112	0.0036	0.9500	0.0037	
7779.501760	1.97	2.91	-1.12	4.15	3.97	3.34	0.5951	0.0043	0.4524	0.0044	0.4183	0.0041	0.9566	0.0041	
7787.481300	-3.23	9.66	-30.21	12.65	9.81	8.79	0.5837	0.0105	0.4613	0.0127	0.4138	0.0114	0.9671	0.0116	
7791.467500	-8.05	4.83	-15.53	6.46	-3.63	4.95	0.5900	0.0062	0.4468	0.0068	0.4148	0.0064	0.9705	0.0065	
7794.611520	-1.00	2.32	-4.83	2.95	1.63	2.47	0.5982	0.0029	0.4428	0.0030	0.4037	0.0028	0.9401	0.0029	
7798.500510	-4.63	3.19	-6.88	4.10	-3.19	3.28	0.5869	0.0039	0.4387	0.0042	0.4104	0.0039	0.9434	0.0040	
7806.509160	0.33	5.05	-2.15	7.19	1.73	5.41	0.6069	0.0063	0.4423	0.0069	0.4151	0.0066	0.9587	0.0068	
7814.550200	0.32	1.93	1.40	2.16	-0.47	1.89	0.5954	0.0023	0.4514	0.0022	0.4191	0.0021	0.9514	0.0021	
7817.513200	9.82	3.43	10.42	5.75	9.50	4.36	0.5906	0.0051	0.4520	0.0056	0.4036	0.0053	0.9479	0.0054	
7821.529830	-3.86	1.64	-5.67	2.08	-2.43	1.84	0.6006	0.0022	0.4458	0.0022	0.4123	0.0021	0.9458	0.0021	
7828.484510	-7.52	4.59	-14.18	6.96	-3.86	5.16	0.5960	0.0061	0.4551	0.0068	0.4004	0.0063	0.9473	0.0066	
7832.533410	-10.36	2.22	-12.34	2.23	-8.90	1.94	0.5962	0.0023	0.4395	0.0023	0.4107	0.0021	0.9439	0.0022	
7848.477660	1.28	2.33	4.47	2.51	-0.88	2.08	0.5971	0.0024	0.4410	0.0025	0.4074	0.0023	0.9520	0.0024	
7855.492080	-0.39	1.83	2.47	2.80	-2.28	2.27	0.5971	0.0027	0.4600	0.0028	0.4211	0.0026	0.9515	0.0026	
7856.441020	0.75	2.28	-1.34	2.72	2.07	2.18	0.5974	0.0025	0.4568	0.0026	0.4226	0.0024	0.9469	0.0025	
7857.414140	-2.27	2.10	-3.74	2.70	-1.26	2.22	0.6009	0.0026	0.4624	0.0027	0.4236	0.0025	0.9606	0.0025	
7858.429730	-1.15	1.72	-2.99	2.94	-0.02	2.30	0.5974	0.0027	0.4533	0.0028	0.4181	0.0026	0.9424	0.0027	
7859.444190	-7.37	2.41	-9.47	3.53	-6.08	2.77	0.5951	0.0032	0.4574	0.0034	0.4222	0.0032	0.9593	0.0032	
7860.428910	-7.92	6.65	-25.00	10.06	0.76	7.17	0.5864	0.0075	0.4677	0.0090	0.4082	0.0083	0.9472	0.0080	
7861.419190	-7.22	1.92	-8.54	2.31	-6.30	1.93	0.5866	0.0023	0.4477	0.0023	0.4175	0.0022	0.9486	0.0022	
7862.453700	-5.89	2.14	-8.13	2.95	-4.41	2.40	0.5962	0.0027	0.4510	0.0028	0.4100	0.0026	0.9562	0.0028	
7863.426410	9.66	11.91	4.14	15.66	12.35	10.86	0.5670	0.0103	0.4228	0.0132	0.4133	0.0123	0.9659	0.0121	
7864.480200	6.13	6.58	16.88	9.80	1.15	6.66	0.5847	0.0070	0.4553	0.0082	0.4243	0.0076	0.9681	0.0079	
7875.429690	-12.79	4.59	-10.20	6.83	-14.18	5.02	0.5694	0.0055	0.4342	0.0062	0.4046	0.0058	0.9382	0.0058	
7876.398880	-4.16	2.00	-5.11	2.49	-3.47	2.04	0.5891	0.0024	0.4370	0.0024	0.4073	0.0023	0.9467	0.0023	
7877.374190	-7.56	2.13	-8.94	2.81	-6.69	2.23	0.5838	0.0026	0.4381	0.0027	0.4081	0.0026	0.9454	0.0026	
7881.362850	4.00	3.02	2.38	2.61	5.10	2.16	0.5904	0.0024	0.4390	0.0025	0.4070	0.0023	0.9488	0.0024	
7882.390120	4.34	1.89	-0.42	2.80	7.28	2.21	0.5883	0.0026	0.4462	0.0027	0.4126	0.0025	0.9412	0.0026	
7883.401660	0.53	4.48	-2.95	7.00	2.36	5.06	0.5759	0.0056	0.4468	0.0063	0.4162	0.0058	0.9447	0.0057	
7886.415260	-0.65	5.74	-16.16	7.95	6.84	5.52	0.5926	0.0059	0.4490	0.0068	0.4333	0.0064	0.9300	0.0062	
7887.447050	-0.34	1.85	-1.02	2.38	0.13	1.89	0.5991	0.0023	0.4534	0.0024	0.4152	0.0022	0.9499	0.0023	
7888.414710	-1.54	1.76	-3.15	2.51	-0.51	2.00	0.5978	0.0024	0.4468	0.0025	0.4164	0.0023	0.9451	0.0024	
7889.433290	-1.13	2.41	-2.06	3.27	-0.53	2.58	0.5985	0.0032	0.4580	0.0034	0.4233	0.0032	0.9600	0.0032	
7890.451800	0.05	2.04	1.14	2.58	-0.62	2.05	0.6074	0.0026	0.4651	0.0027	0.4219	0.0025	0.9715	0.0026	
7891.373770	3.25	2.53	4.26	2.48	2.98	1.99	0.5969	0.0025	0.4616	0.0026	0.4234	0.0024	0.9538	0.0024	
7892.398400	4.59	3.42	-3.05	4.61	8.60	3.36	0.5972	0.0040	0.4538	0.0044	0.4246	0.0041	0.9582	0.0042	
7893.377370	-2.67	3.33	-6.62	4.96	-0.59	3.59	0.6067	0.0044	0.4740	0.0049	0.4449	0.0047	0.9609	0.0049	
7894.381700	-7.52	2.09	-9.92	2.42	-6.01	1.98	0.6021	0.0025	0.4630	0.0027	0.4263	0.0025	0.9576	0.0025	
7896.370090	-5.15	2.17	-4.23	2.38	-5.61	1.93	0.6054	0.0025	0.4594	0.0026	0.4289	0.0024	0.9624	0.0024	
7897.357930	-8.27	2.87	-7.76	2.58	-8.60	2.12	0.6059	0.0026	0.4591	0.0027	0.4195	0.0024	0.9571	0.0025	
7898.391440	-7.20	2.30	-3.54	2.66	-9.76	2.24	0.6047	0.0027	0.4663	0.0028	0.4258	0.0026	0.9666	0.0027	
7901.415500	-1.43	2.83	-1.90	3.36	-1.28	2.56	0.5935	0.0032	0.4546	0.0034	0.4245	0.0032	0.9539	0.0033	
7905.431390	-9.57	2.48	-10.72	4.20	-8.89	3.28	0.6014	0.0041	0.4462	0.0044	0.4122	0.0042	0.9507	0.0041	
7909.422030	-2.29	3.36	-0.58	3.85	-3.36	2.85	0.5819	0.0034	0.4454	0.0037	0.4080	0.0034	0.9429	0.0036	
7911.388840	-2.44	1.61	-0.28	2.08	-3.84	1.69	0.5904	0.0021	0.4372	0.0022	0.4024	0.0020	0.9472	0.0021	
7912.363270	-0.17	2.34	0.24	2.34	-0.40	1.86	0.5940	0.0023	0.4392	0.0023	0.4070	0.0022	0.9493	0.0022	
7915.399610	-3.79	2.95	-2.82	4.28	-4.43	3.43	0.5838	0.0039	0.4401	0.0043	0.4199	0.0040	0.9374	0.0039	
7916.378800	-0.18	2.74	-2.60	3.11	1.45	2.52	0.5918	0.0029	0.4366	0.0030	0.4119	0.0028	0.9379	0.0029	
7918.393180	4.62	2.17	4.93	2.63	4.34	2.26	0.5940	0.0027	0.4444	0.0028	0.4109	0.0026	0.9468	0.0026	
7919.379830	4.09	2.43	6.14	2.62	2.58	2.31	0.5949	0.0027	0.4491	0.0028	0.4092	0.0026	0.9403	0.0025	
7921.378720	-1.47	1.82	-1.19	2.64	-1.70	2.23	0.5922	0.0028	0.4508	0.0029	0.4154	0.0027	0.9469	0.0026	
7924.380800	0.59	2.67	0.00	2.67	0.90	2.25	0.6027	0.0026	0.4565	0.0027	0.4222	0.0025	0.9534	0.0026	
