# from https://iopscience.iop.org/article/10.1088/2041-8205/723/1/L60#apjl351896s2
#
#Table 1 
#CORALIE Radial Velocities of WASP-29
#
#
#BJD -2400 000	RV	sigma_RV	Bisector	
#	(km s^-1)	(km s^-1)	(km s^-1)	
55071.8814	24.5671	0.0068	-0.0111	
55073.8810	24.4924	0.0068	0.0093	
55074.8740	24.5118	0.0066	-0.0004	
55076.9032	24.5391	0.0180	0.0022	
55092.6724	24.5422	0.0092	0.0206	
55093.7263	24.4889	0.0066	-0.0032	
55094.7205	24.5298	0.0061	0.0111	
55095.7121	24.5518	0.0070	0.0282	
55097.7176	24.4844	0.0067	0.0099	
55098.7330	24.5243	0.0061	-0.0017	
55116.7063	24.5058	0.0076	0.0178	
55118.7652	24.5577	0.0078	-0.0177	
55129.6706	24.5188	0.0065	-0.0043	
55168.6361	24.4957	0.0049	-0.0022	
#Note. Bisector errors are twice RV errors.
