# From https://www.aanda.org/articles/aa/full_html/2017/12/aa31558-17/aa31558-17.html
#   Bytes Format Units   Label     Explanations
#--------------------------------------------------------------------------------
#   1- 11  F11.6 d       BJD       Barycentric Julian Date (BJD-2450000)
#  14- 19  F6.2  m/s     RV        Radial velocity
#  22- 25  F4.2  m/s     sigma     Radial velocity measurement uncertainty
#  27- 33  F7.3  ---     Sindex    ?=-99 S index
#  36- 42  F7.5  ---     Halpha    Halpha index
#  45- 49  F5.3  ---     FWHM      FWHM shape parameter of the CCF
#  52- 58  F7.3  ---     BIS       Bi-sector inverse slope (BIS) shape
#                                   parameter of the CCF
#--------------------------------------------------------------------------------
7117.565870  658.15  4.30   0.551  0.06337  3.050    9.397
7146.526948  654.90  2.94   0.851  0.06646  3.068   -3.008
7146.646070  660.66  3.98   0.537  0.06850  3.079   -6.150
7148.518851  649.21  4.62   0.973  0.06667  3.071    8.583
7199.503915  656.11  3.43   0.558  0.06597  3.090   16.922
7200.503114  656.48  2.79   0.290  0.06625  3.080   19.343
7204.491167  648.52  4.38   0.368  0.06409  3.076  -10.068
7390.845075  655.54  2.65   1.040  0.06721  3.106   -0.196
7401.779223  649.19  2.66   0.960  0.06640  3.105    1.064
7403.826871  651.38  2.87   1.287  0.06598  3.106    5.332
7404.814521  654.49  3.78   1.410  0.06679  3.095    6.633
7405.789149  655.54  2.71   1.066  0.06644  3.106    7.934
7407.773473  652.66  4.36 -99.000  0.06680  3.048    0.311
7410.791609  651.99  4.35   1.296  0.07166  3.114   -2.344
7412.810195  661.94  3.50   0.677  0.06618  3.094   -8.771
7417.787334  649.38  3.41   0.724  0.06615  3.092    7.447
7418.799229  648.38  3.67   1.402  0.06842  3.100    2.274
7420.791577  658.68  2.54   1.170  0.06738  3.099   11.285
7421.794046  658.62  2.30   1.509  0.07463  3.099   11.310
7422.781258  657.47  2.66   0.986  0.06505  3.104    7.032
7424.777426  658.79  2.86   0.924  0.06642  3.104    5.314
7425.850669  652.07  2.81   0.871  0.06636  3.088   -0.471
7446.704487  652.60  2.67   0.933  0.06481  3.108    1.511
7447.830725  659.17  3.87   0.862  0.06539  3.085    0.282
7448.686909  656.59  3.26   0.713  0.06470  3.098    0.282
7450.675147  660.91  3.33   0.917  0.06521  3.102   -8.218
7451.677499  655.48  2.70   1.063  0.06575  3.111   -5.083
7452.695705  663.48  2.75   1.112  0.06532  3.093    1.667
7453.701988  655.18  2.38   1.038  0.06689  3.104   10.356
7456.704230  658.87  3.31   0.887  0.06586  3.111  -17.835
7457.683261  658.28  3.81   1.010  0.06615  3.101   12.792
7458.660021  656.62  3.47   1.404  0.06634  3.099    9.160
7472.784787  641.61  3.12   1.058  0.06653  3.094   -1.001
7473.684129  648.26  3.08   0.908  0.06529  3.096   -1.293
7474.737446  645.84  3.90   0.783  0.06621  3.085   -6.991
7475.698658  655.63  3.94   0.331  0.06647  3.094   -0.455
7476.707703  652.59  3.26   0.983  0.06517  3.091   -0.985
7477.674398  657.56  3.37   0.816  0.06554  3.100   -4.990
7478.631994  652.31  4.64   0.682  0.06713  3.093   -9.857
7479.737617  649.94  3.17   1.116  0.06541  3.086   -9.996
7486.661319  666.10  3.24   1.168  0.06527  3.096  -10.681
7487.617699  667.97  4.55   0.573  0.06504  3.091   -0.986
7488.670507  656.68  3.56   0.922  0.06431  3.086   -8.201
7567.516862  659.76  4.00   0.993  0.06530  3.096   10.014
7576.473152  657.32  4.27   0.989  0.06587  3.115    7.131
7584.477527  657.94  5.55   0.725  0.06563  3.080   16.445
7786.842858  645.83  3.49   1.146  0.06430  3.093   -1.668
7787.825672  658.25  4.66   0.944  0.06581  3.092    5.481
7790.828228  655.56  3.49   1.092  0.06500  3.088    1.878
7791.843445  653.87  3.70   0.700  0.06414  3.093   -3.719
7792.815105  653.38  3.47   0.893  0.06861  3.083    6.408
7801.827514  652.57  3.18   0.812  0.06518  3.094   12.389
7802.790293  648.98  3.14   0.860  0.06504  3.094   -3.525
7803.809311  649.61  3.27   0.926  0.06616  3.091   18.332
7810.806284  654.41  4.71   0.905  0.06593  3.098    6.496
7814.760772  652.53  4.35 -99.000  0.06632  3.098   -0.563
7815.759421  656.22  5.06 -99.000  0.06536  3.086   15.990
7817.748614  665.63  2.89   0.998  0.06423  3.103    7.162
7830.668729  647.15  3.18   0.866  0.06476  3.084   -1.992
7832.659387  647.89  4.31   1.029  0.06292  3.079   14.048
7834.636450  656.64  4.31   1.025  0.06407  3.091    9.870
7835.596293  654.97  4.36   1.004  0.06308  3.093   11.521
7836.626075  656.46  4.71   0.792  0.06491  3.093   -2.004
7839.650934  644.07  3.74   0.774  0.06437  3.076    5.253
7841.638147  648.49  3.92   0.810  0.06487  3.089    0.543
7843.648062  654.65  3.92   0.408  0.06404  3.090   12.825
7844.626814  659.07  3.85   0.722  0.06417  3.087    1.584
7846.692642  655.96  3.75   0.923  0.06435  3.086    5.210
7847.693240  651.46  3.77   0.903  0.06363  3.094    8.538
7848.677241  655.24  3.82   0.848  0.06445  3.102    1.280
7849.696944  653.92  3.34   0.853  0.06440  3.082    9.616
7872.656844  653.72  3.92   0.913  0.06371  3.082   -5.325
7873.525484  652.07  4.95   0.813  0.06478  3.094   13.489
7874.671695  650.86  4.80   0.886  0.06543  3.088    1.857
7875.596914  643.77  3.69   0.913  0.06467  3.077    5.739
