Title: Ground-based near-UV observations of 15 transiting exoplanets: Constraints on their atmospheres and no evidence for asymmetrical transits
Authors: Turner et al. 2016 (jt6an@virginia.edu)
Table: Table 3 (Photometry of all our light curves)
================================================================================
Byte-by-byte Description of file: datafile.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9    		      	Planet Name         
  11- 19 A9     		Filter          
  21- 35 F15.7  BJD(TDB)      	Time     
  37- 47 F11.9  Flux     	Normalized Flux 
  49- 59 F11.9  Flux      	Error       
  61- 67 F7.3   Pixels      	X-pos of Star on CCD   
  69- 76 F8.3   Pixels      	Y-pos of Star on CCD  
  78- 85 F8.6   Airmass      	Airmass(median value)
--------------------------------------------------------------------------------
Note (1): These observations were conducted using the 1.5 meter Kuiper Telescope. 
 	  These observations were reduced using ExoDRPL (Pearson et al. 2014).
--------------------------------------------------------------------------------
CoRoT-1b  Bessell-U 2456268.8704370 0.995716100 0.004767200 549.708  768.763 1.233045 
CoRoT-1b  Bessell-U 2456268.8712520 0.996197800 0.004767200 549.505  768.637 1.232504 
CoRoT-1b  Bessell-U 2456268.8720660 0.995027000 0.004740600 549.488  768.543 1.231996 
CoRoT-1b  Bessell-U 2456268.8728810 0.992404400 0.004687500 548.965  768.693 1.231523 
CoRoT-1b  Bessell-U 2456268.8736960 0.999939400 0.004714100 549.096  768.523 1.231083 
CoRoT-1b  Bessell-U 2456268.8745110 0.996343300 0.004714100 549.923  768.491 1.230678 
CoRoT-1b  Bessell-U 2456268.8753260 0.995521700 0.004740600 549.512  769.174 1.230306 
CoRoT-1b  Bessell-U 2456268.8761400 1.000955700 0.004807000 548.442  768.516 1.229968 
CoRoT-1b  Bessell-U 2456268.8769550 0.994263700 0.004767200 548.671  768.618 1.229663 
CoRoT-1b  Bessell-U 2456268.8777700 0.998727800 0.004753900 549.523  768.475 1.229393 
CoRoT-1b  Bessell-U 2456268.8785850 1.000429000 0.004793700 550.111  769.019 1.229156 
CoRoT-1b  Bessell-U 2456268.8794000 0.998663000 0.004727300 549.491  768.702 1.228952 
CoRoT-1b  Bessell-U 2456268.8802140 0.995895300 0.004727300 549.392  768.604 1.228782 
CoRoT-1b  Bessell-U 2456268.8810290 0.998906700 0.004740600 548.879  768.693 1.228645 
CoRoT-1b  Bessell-U 2456268.8818440 0.997692600 0.004727300 549.679  768.959 1.228542 
CoRoT-1b  Bessell-U 2456268.8826590 0.996902400 0.004753900 549.601  768.516 1.228473 
CoRoT-1b  Bessell-U 2456268.8834730 0.992565800 0.004740600 548.747  768.567 1.228437 
CoRoT-1b  Bessell-U 2456268.8842880 0.997257300 0.004740600 549.316  768.706 1.228434 
CoRoT-1b  Bessell-U 2456268.8851030 0.985866800 0.004740600 549.330  768.709 1.228465 
CoRoT-1b  Bessell-U 2456268.8859180 0.994107600 0.004700800 549.488  768.633 1.228529 
CoRoT-1b  Bessell-U 2456268.8867320 0.988663600 0.004687500 549.286  768.502 1.228627 
CoRoT-1b  Bessell-U 2456268.8875470 0.993941800 0.004753900 548.972  768.680 1.228758 
CoRoT-1b  Bessell-U 2456268.8883620 1.001282300 0.004740600 549.469  768.677 1.228923 
CoRoT-1b  Bessell-U 2456268.8891770 0.996389100 0.004753900 549.212  768.986 1.229121 
CoRoT-1b  Bessell-U 2456268.8899920 1.002361000 0.004753900 549.268  768.512 1.229353 
CoRoT-1b  Bessell-U 2456268.8908060 0.990612100 0.004714100 549.581  768.666 1.229618 
