# from https://iopscience.iop.org/article/10.3847/2041-8213/ab5c16#apjlab5c16t1
# I deleted the occultation observations
#
#Title: The Orbit of WASP-12b is Decaying 
#Authors: Yee S.W., Winn J.N., Knutson H.A., Patra K.C., Vissapragada S., 
#         Zhang M.M., Holman M.J., Shporer A., Wright J.T.
#Table: Photometric timeseries
#================================================================================
#Byte-by-byte Description of file: apjlab5c16t1_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 14 F14.6  d       BJD    Barycentric Julian Date; TDB
#  16- 21 F6.4   ---     NFlux  Normalized flux
#  23- 28 F6.4   ---   e_NFlux  The 1{sigma} uncertainty in NFlux
#  30- 35 A6     ---     Code   Source and orbit number code (1)
#--------------------------------------------------------------------------------
#Note (1): The first character represents the source telescope, F for FLWO 
#          transit observations, S for Spitzer occultation observations, 
#          W for WIRC occultation observations.
#--------------------------------------------------------------------------------
2458123.68083  0.9980 0.0014 F1666  
2458123.68118  0.9985 0.0014 F1666  
2458123.68153  0.9991 0.0014 F1666  
2458123.68192  1.0000 0.0014 F1666  
2458123.68233  0.9992 0.0014 F1666  
2458123.68270  1.0000 0.0014 F1666  
2458123.68305  0.9997 0.0014 F1666  
2458123.68340  0.9993 0.0014 F1666  
2458123.68376  0.9987 0.0014 F1666  
2458123.68414  1.0002 0.0014 F1666  
2458123.68450  1.0018 0.0014 F1666  
2458123.68485  1.0019 0.0014 F1666  
2458123.68520  1.0009 0.0014 F1666  
2458123.68553  1.0003 0.0014 F1666  
2458123.68588  0.9995 0.0014 F1666  
2458123.68622  1.0004 0.0014 F1666  
2458123.68656  0.9992 0.0014 F1666  
2458123.68691  0.9991 0.0014 F1666  
2458123.68726  1.0014 0.0014 F1666  
2458123.68759  1.0002 0.0014 F1666  
2458123.68836  1.0003 0.0014 F1666  
2458123.68871  0.9995 0.0014 F1666  
2458123.68906  1.0006 0.0014 F1666  
2458123.68944  1.0026 0.0014 F1666  
2458123.68981  0.9999 0.0014 F1666  
2458123.69018  0.9985 0.0014 F1666  
2458123.69055  1.0009 0.0014 F1666  
2458123.69090  0.9990 0.0014 F1666  
2458123.69128  1.0007 0.0014 F1666  
2458123.69165  1.0009 0.0014 F1666  
2458123.69202  0.9982 0.0014 F1666  
2458123.69275  1.0018 0.0014 F1666  
2458123.69312  0.9983 0.0014 F1666  
2458123.69345  0.9997 0.0014 F1666  
2458123.69382  0.9991 0.0014 F1666  
2458123.69417  0.9989 0.0014 F1666  
2458123.69452  0.9984 0.0014 F1666  
2458123.69487  1.0001 0.0014 F1666  
2458123.69525  1.0005 0.0014 F1666  
2458123.69560  1.0007 0.0014 F1666  
2458123.69597  0.9969 0.0014 F1666  
2458123.69633  1.0010 0.0014 F1666  
2458123.69670  0.9985 0.0014 F1666  
2458123.69707  0.9993 0.0014 F1666  
2458123.69744  0.9983 0.0014 F1666  
2458123.69781  1.0005 0.0014 F1666  
2458123.69818  1.0003 0.0014 F1666  
2458123.69852  0.9990 0.0014 F1666  
2458123.69887  0.9989 0.0014 F1666  
2458123.69924  0.9975 0.0014 F1666  
2458123.69960  0.9984 0.0014 F1666  
2458123.69994  0.9992 0.0014 F1666  
2458123.70030  1.0010 0.0014 F1666  
2458123.70066  0.9973 0.0014 F1666  
2458123.70102  0.9997 0.0014 F1666  
2458123.70136  0.9988 0.0014 F1666  
2458123.70176  0.9956 0.0014 F1666  
2458123.70211  0.9981 0.0014 F1666  
2458123.70247  0.9948 0.0014 F1666  
2458123.70283  0.9977 0.0014 F1666  
2458123.70320  0.9946 0.0014 F1666  
2458123.70357  0.9962 0.0014 F1666  
2458123.70391  0.9954 0.0014 F1666  
2458123.70425  0.9972 0.0014 F1666  
2458123.70461  0.9972 0.0014 F1666  
2458123.70497  0.9953 0.0014 F1666  
2458123.70534  0.9938 0.0014 F1666  
2458123.70571  0.9936 0.0014 F1666  
2458123.70606  0.9951 0.0014 F1666  
2458123.70639  0.9925 0.0014 F1666  
2458123.70674  0.9897 0.0014 F1666  
2458123.70708  0.9927 0.0014 F1666  
2458123.70743  0.9903 0.0014 F1666  
2458123.70778  0.9934 0.0014 F1666  
2458123.70815  0.9908 0.0014 F1666  
2458123.70852  0.9918 0.0014 F1666  
2458123.70889  0.9889 0.0014 F1666  
2458123.70926  0.9889 0.0014 F1666  
2458123.70963  0.9913 0.0014 F1666  
2458123.70999  0.9928 0.0014 F1666  
2458123.71036  0.9902 0.0014 F1666  
2458123.71071  0.9892 0.0014 F1666  
2458123.71108  0.9900 0.0014 F1666  
2458123.71145  0.9879 0.0014 F1666  
2458123.71181  0.9887 0.0014 F1666  
2458123.71215  0.9890 0.0014 F1666  
2458123.71252  0.9893 0.0014 F1666  
2458123.71291  0.9871 0.0014 F1666  
2458123.71558  0.9866 0.0014 F1666  
2458123.71594  0.9900 0.0014 F1666  
2458123.71631  0.9858 0.0014 F1666  
2458123.71667  0.9869 0.0014 F1666  
2458123.71700  0.9891 0.0014 F1666  
2458123.71735  0.9875 0.0014 F1666  
2458123.71769  0.9862 0.0014 F1666  
2458123.71803  0.9838 0.0014 F1666  
2458123.71838  0.9860 0.0014 F1666  
2458123.71873  0.9870 0.0014 F1666  
2458123.71907  0.9859 0.0014 F1666  
2458123.71945  0.9845 0.0014 F1666  
2458123.71978  0.9862 0.0014 F1666  
2458123.72013  0.9860 0.0014 F1666  
2458123.72050  0.9856 0.0014 F1666  
2458123.72087  0.9839 0.0014 F1666  
2458123.72124  0.9868 0.0014 F1666  
2458123.72160  0.9864 0.0014 F1666  
2458123.72197  0.9849 0.0014 F1666  
2458123.72233  0.9849 0.0014 F1666  
2458123.72269  0.9854 0.0014 F1666  
2458123.72306  0.9862 0.0014 F1666  
2458123.72343  0.9837 0.0014 F1666  
2458123.72379  0.9857 0.0014 F1666  
2458123.72414  0.9835 0.0014 F1666  
